Company: ,Amazon.com Inc. 
Date,Open,High,Low,Close,Prediction,Earning
2020-10-19,3299.610107,3329.000000,3192.739990,3207.209961,N/A	,0.000000
2020-10-20,3222.280029,3266.000000,3192.010010,3217.010010,N/A	,0.000000
2020-10-21,3212.500000,3233.879883,3160.000000,3184.939941,N/A	,0.000000
2020-10-22,3189.870117,3198.750000,3121.939941,3176.399902,N/A	,0.000000
2020-10-23,3191.000000,3205.330078,3140.000000,3204.399902,N/A	,0.000000
2020-10-26,3198.739990,3282.979980,3153.300049,3207.040039,N/A	,0.000000
2020-10-27,3224.939941,3291.659912,3211.300049,3286.330078,N/A	,0.000000
2020-10-28,3249.300049,3264.020020,3162.469971,3162.780029,N/A	,0.000000
2020-10-29,3201.270020,3257.250000,3164.000000,3211.010010,N/A	,0.000000
2020-10-30,3157.750000,3167.000000,3019.000000,3036.149902,N/A	,0.000000
2020-11-02,3061.739990,3079.709961,2950.120117,3004.479980,N/A	,0.000000
2020-11-03,3018.530029,3074.899902,2980.979980,3048.409912,N/A	,0.000000
2020-11-04,3159.989990,3244.850098,3139.729980,3241.159912,N/A	,0.000000
2020-11-05,3319.969971,3366.800049,3288.879883,3322.000000,N/A	,0.000000
2020-11-06,3304.639893,3322.000000,3232.000000,3311.370117,N/A	,0.000000
2020-11-09,3231.030029,3289.000000,3112.110107,3143.739990,N/A	,0.000000
2020-11-10,3095.020020,3114.000000,3019.479980,3035.020020,N/A	,0.000000
2020-11-11,3061.780029,3139.149902,3050.000000,3137.389893,N/A	,0.000000
2020-11-12,3159.949951,3175.879883,3086.050049,3110.280029,N/A	,0.000000
2020-11-13,3122.000000,3141.719971,3085.389893,3128.810059,N/A	,0.000000
2020-11-16,3093.199951,3142.699951,3072.689941,3131.060059,70.010010,1223.978682
2020-11-17,3183.540039,3189.250000,3135.260010,3135.659912,N/A	,1223.978682
2020-11-18,3134.000000,3140.000000,3105.100098,3105.459961,N/A	,1223.978682
2020-11-19,3105.310059,3125.000000,3080.919922,3117.020020,N/A	,1223.978682
2020-11-20,3117.020020,3132.889893,3098.050049,3099.399902,N/A	,1223.978682
2020-11-23,3116.699951,3139.750000,3065.459961,3098.389893,N/A	,1223.978682
2020-11-24,3100.500000,3134.250000,3086.260010,3118.060059,N/A	,1223.978682
2020-11-25,3141.870117,3198.000000,3140.260010,3185.070068,N/A	,1223.978682
2020-11-27,3211.260010,3216.189941,3190.050049,3195.340088,N/A	,1223.978682
2020-11-30,3208.479980,3228.389893,3125.550049,3168.040039,N/A	,1223.978682
2020-12-01,3188.500000,3248.949951,3157.179932,3220.080078,N/A	,1223.978682
2020-12-02,3221.649902,3232.000000,3173.260010,3203.530029,N/A	,1223.978682
2020-12-03,3205.459961,3228.639893,3181.310059,3186.729980,N/A	,1223.978682
2020-12-04,3198.209961,3198.209961,3158.760010,3162.580078,N/A	,1223.978682
2020-12-07,3156.479980,3180.760010,3141.689941,3158.000000,N/A	,1223.978682
2020-12-08,3158.899902,3184.129883,3120.020020,3177.290039,N/A	,1223.978682
2020-12-09,3167.889893,3174.429932,3088.000000,3104.199951,N/A	,1223.978682
2020-12-10,3088.989990,3142.100098,3076.000000,3101.489990,N/A	,1223.978682
2020-12-11,3096.659912,3118.669922,3072.820068,3116.419922,N/A	,1223.978682
2020-12-14,3143.000000,3190.469971,3126.000000,3156.969971,N/A	,1223.978682
2020-12-15,3181.010010,3188.500000,3130.489990,3165.120117,N/A	,1223.978682
2020-12-16,3176.010010,3247.000000,3163.679932,3240.959961,N/A	,1223.978682
2020-12-17,3250.000000,3263.510010,3221.000000,3236.080078,N/A	,1223.978682
2020-12-18,3243.989990,3249.419922,3171.600098,3201.649902,N/A	,1223.978682
2020-12-21,3200.010010,3226.969971,3166.000000,3206.179932,N/A	,1223.978682
2020-12-22,3202.840088,3222.000000,3180.080078,3206.520020,N/A	,1223.978682
2020-12-23,3205.000000,3210.129883,3184.169922,3185.270020,N/A	,1223.978682
