Date,Open,High,Low,Close,Adj Close,Volume
2020-10-19,45.560001,45.759998,44.200001,44.330002,43.546268,17520400
2020-10-20,44.630001,44.660000,44.130001,44.270000,43.487331,13137400
2020-10-21,44.000000,44.900002,43.970001,44.520000,43.732910,13198900
2020-10-22,44.500000,45.240002,44.360001,45.110001,44.312481,15956600
2020-10-23,45.400002,45.549999,44.599998,45.060001,44.263367,10529200
2020-10-26,44.709999,44.820000,43.549999,43.770000,42.996170,15634600
2020-10-27,43.599998,43.840000,43.360001,43.439999,42.671997,11134900
2020-10-28,42.910000,43.080002,41.910000,41.980000,41.237812,20256200
2020-10-29,42.080002,43.689999,41.889999,43.060001,42.298725,20354400
2020-10-30,42.470001,43.049999,41.750000,42.240002,41.493221,22001800
2020-11-02,42.750000,42.930000,40.970001,41.400002,40.668072,24480400
2020-11-03,41.950001,42.980000,41.750000,42.619999,41.866497,20761600
2020-11-04,44.270000,44.610001,43.400002,43.700001,42.927410,23064100
2020-11-05,44.580002,44.810001,44.209999,44.349998,43.565914,18897400
2020-11-06,44.570000,44.700001,43.950001,44.529999,43.742733,14129100
2020-11-09,47.599998,48.230000,46.720001,47.180000,46.345886,37456800
2020-11-10,46.169998,47.959999,45.950001,47.770000,46.925453,21103100
2020-11-11,47.779999,47.970001,47.119999,47.669998,46.827213,11840000
2020-11-12,47.630001,48.090000,47.250000,47.980000,47.131737,20020400
2020-11-13,47.810001,49.250000,47.730000,49.000000,48.133705,17032600
2020-11-16,49.400002,49.750000,49.250000,49.540001,48.664162,19426600
2020-11-17,49.189999,49.990002,48.980000,49.779999,48.899914,19426000
2020-11-18,49.599998,50.380001,49.040001,49.139999,48.271229,18279200
2020-11-19,49.209999,49.740002,49.000000,49.480000,48.605217,13484500
2020-11-20,49.279999,49.680000,49.099998,49.169998,48.300697,19830000
2020-11-23,49.090000,49.980000,48.790001,49.810001,48.929390,14676800
2020-11-24,50.000000,52.490002,49.919998,52.340000,51.414654,31754000
2020-11-25,52.169998,52.200001,50.779999,51.799999,50.884201,19322100
2020-11-27,51.310001,52.209999,51.310001,51.750000,50.835083,6243700
2020-11-30,51.130001,51.480000,49.840000,50.240002,49.351784,34359800
2020-12-01,50.750000,51.270000,50.110001,51.020000,50.117996,14369600
2020-12-02,50.930000,51.340000,50.810001,51.049999,50.147457,14438000
