Company: ,Apple Inc. 
Date,Open,High,Low,Close,Prediction,Earning
2020-10-14,121.000000,123.029999,119.620003,121.190002,N/A	,0.000000
2020-10-15,118.720001,121.199997,118.150002,120.709999,N/A	,0.000000
2020-10-16,121.279999,121.550003,118.809998,119.019997,N/A	,0.000000
2020-10-19,119.959999,120.419998,115.660004,115.980003,N/A	,0.000000
2020-10-20,116.199997,118.980003,115.629997,117.510002,N/A	,0.000000
2020-10-21,116.669998,118.709999,116.449997,116.870003,N/A	,0.000000
2020-10-22,117.449997,118.040001,114.589996,115.750000,N/A	,0.000000
2020-10-23,116.389999,116.550003,114.279999,115.040001,N/A	,0.000000
2020-10-26,114.010002,116.550003,112.879997,115.050003,N/A	,0.000000
2020-10-27,115.489998,117.279999,114.540001,116.599998,N/A	,0.000000
2020-10-28,115.050003,115.430000,111.099998,111.199997,N/A	,0.000000
2020-10-29,112.370003,116.930000,112.199997,115.320000,N/A	,0.000000
2020-10-30,111.059998,111.989998,107.720001,108.860001,N/A	,0.000000
2020-11-02,109.110001,110.680000,107.320000,108.769997,N/A	,0.000000
2020-11-03,109.660004,111.489998,108.730003,110.440002,N/A	,0.000000
2020-11-04,114.139999,115.589996,112.349998,114.949997,N/A	,0.000000
2020-11-05,117.949997,119.620003,116.870003,119.029999,N/A	,0.000000
2020-11-06,118.320000,119.199997,116.129997,118.690002,N/A	,0.000000
2020-11-09,120.500000,121.989998,116.050003,116.320000,N/A	,0.000000
2020-11-10,115.550003,117.589996,114.129997,115.970001,N/A	,0.000000
2020-11-11,117.190002,119.629997,116.440002,119.489998,N/A	,0.000000
2020-11-12,119.620003,120.529999,118.570000,119.209999,N/A	,0.000000
2020-11-13,119.440002,119.669998,117.870003,119.260002,N/A	,0.000000
2020-11-16,118.919998,120.989998,118.150002,120.300003,N/A	,0.000000
2020-11-17,119.550003,120.669998,118.959999,119.389999,N/A	,0.000000
2020-11-18,118.610001,119.820000,118.000000,118.029999,N/A	,0.000000
2020-11-19,117.589996,119.059998,116.809998,118.639999,N/A	,0.000000
2020-11-20,118.639999,118.769997,117.290001,117.339996,N/A	,0.000000
2020-11-23,117.180000,117.620003,113.750000,113.849998,N/A	,0.000000
2020-11-24,113.910004,115.849998,112.589996,115.169998,N/A	,0.000000
2020-11-25,115.550003,116.750000,115.169998,116.029999,N/A	,0.000000
2020-11-27,116.570000,117.489998,116.220001,116.589996,N/A	,0.000000
2020-11-30,116.970001,120.970001,116.809998,119.050003,N/A	,0.000000
2020-12-01,121.010002,123.470001,120.010002,122.720001,N/A	,0.000000
2020-12-02,122.019997,123.370003,120.889999,123.080002,N/A	,0.000000
2020-12-03,123.519997,123.779999,122.209999,122.940002,N/A	,0.000000
2020-12-04,122.599998,122.860001,121.519997,122.250000,N/A	,0.000000
2020-12-07,122.309998,124.570000,122.250000,123.750000,N/A	,0.000000
2020-12-08,124.370003,124.980003,123.089996,124.379997,N/A	,0.000000
2020-12-09,124.529999,125.949997,121.000000,121.779999,N/A	,0.000000
2020-12-10,120.500000,123.870003,120.150002,123.239998,N/A	,0.000000
2020-12-11,122.430000,122.760002,120.550003,122.410004,N/A	,0.000000
2020-12-14,122.599998,123.349998,121.540001,121.779999,N/A	,0.000000
2020-12-15,124.339996,127.900002,124.129997,127.879997,N/A	,0.000000
2020-12-16,127.410004,128.369995,126.559998,127.809998,N/A	,0.000000
